cream	kriːm	kriːm
jogging	ˈdʒɒɡɪŋ	ˈdʒɒɡɪŋ
lazy	ˈleɪzi	ˈleɪzi
condition	kənˈdɪʃn	kənˈdɪʃn
uncomfortable	ʌnˈkʌmftəbl	ʌnˈkʌmftəbl
diary	ˈdaɪəri	ˈdaɪəri
positive	ˈpɑːzətɪv	ˈpɒzətɪv
benefit	ˈbenɪfɪt	ˈbenɪfɪt
mood	muːd	muːd
volleyball	ˈvɑːlɪbɔːl	ˈvɒlɪbɔːl
energy	ˈenədʒi	ˈenədʒi
glad	ɡlæd	ɡlæd
confident	ˈkɑːnfɪdənt	ˈkɒnfɪdənt
absent	ˈæbsənt	ˈæbsənt
moment	ˈməʊmənt	ˈməʊmənt
oneself	wʌnˈself	wʌnˈself
seem	siːm	siːm
unhealthy	ʌnˈhelθi	ʌnˈhelθi
empty	ˈempti	ˈempti
stomach	ˈstʌmək	ˈstʌmək
living	ˈlɪvɪŋ	ˈlɪvɪŋ
nonsense	ˈnɑːnsns	ˈnɒnsns
improper	ɪmˈprɑːpər	ɪmˈprɒpə(r)
clearly	ˈklɪrli	ˈklɪəli
sleepy	ˈsliːpi	ˈsliːpi
worse	wɔːrs	wɔːs
rid	rɪd	rɪd
fridge	fridʒ	fridʒ
refrigerator	rɪˈfridʒəreɪtə(r)	rɪˈfridʒəreɪtə(r)
weight	weɪt	weɪt
potato	pəˈteɪtəʊ	pəˈteɪtəʊ
corn	kɔːrn	kɔːn
candy	ˈkændi	ˈkændi
biscuit	ˈbɪskɪt	ˈbɪskɪt
beef	biːf	biːf
cucumber	ˈkjuːkʌmbə(r)	ˈkjuːkʌmbə(r)
lifestyle	ˈlaɪfstæl	ˈlaɪfstæl
prefer	prɪˈfɜː(r)	prɪˈfɜː(r)
bean	biːn	biːn
though	ðəʊ	ðəʊ
method	ˈmeθəd	ˈmeθəd
focus	ˈfəʊkəs	ˈfəʊkəs
smell	smel	smel
mostly	ˈməʊstli	ˈməʊstli
sauce	sɔːs	sɔːs
serve	sɜːrv	sɜːv
hobby	ˈhʌbi	ˈhɒbi
hurry	ˈhɜːri	ˈhʌri
mad	mæd	mæd
fit	fɪt	fɪt
physical	ˈfɪzɪkl	ˈfɪzɪkl
balanced	ˈbæləsnst	ˈbæləsnst
runner	ˈrʌnə(r)	ˈrʌnə(r)
spread	spred	spred
vision	ˈvɪʒn	ˈvɪʒn
touch	tʌtʃ	tʌtʃ
soft	sɔːft	sɒft
calm	kɑːm	kɑːm
fool	fuːl	fuːl
regret	rɪˈɡret	rɪˈɡret
breath	breθ	breθ
upset	ʌpˈset	ʌpˈset
nervous	ˈnɜːrvəs	ˈnɜːvəs
sense	sens	sens
flu	fluː	fluː
Chinatown	ˈtʃaɪnətəʊn	ˈtʃaɪnətəʊn
firework	ˈfaɪəɹwɜːk	ˈfaɪəwɜːk
keeper	ˈkiːpə(r)	ˈkiːpə(r)
lonely	ˈlɒnli	ˈlɒnli
push	pʊʃ	pʊʃ
snake	sneɪk	sneɪk
miss	mɪs	mɪs
recommend	ˌrekəˈmend	ˌrekəˈmend
laugh	læf	lɑːf
happily	ˈhæpəli	ˈhæpəli
period	ˈpɪriəd	ˈpɪəriəd
teenage	ˈtiːniːdʒ	ˈtiːniːdʒ
stage	steɪdʒ	steɪdʒ
purpose	ˈpɜːrəʊs	ˈpɜːpəs
teenager	ˈtiːniːdʒə(r)	ˈtiːniːdʒə(r)
reach	riːtʃ	riːtʃ
height	haɪt	haɪt
hair	ˈhɛər	heə(r)
pain	peɪn	peɪn
stress	stres	stres
pressure	ˈpreʃə(r)	ˈpreʃə(r)
deal	diːl	diːl
compare	kəmˈper	kəmˈpeə(r)
shine	ʃaɪn	ʃaɪn
discover	dɪˈskʌvə(r)	dɪˈskʌvə(r)
memory	ˈmeməri	ˈmeməri
junior	ˈdʒuːniə(r)	ˈdʒuːniə(r)
trouble	ˈtrʌbl	ˈtrʌbl
email	ˈiːmeɪl	ˈiːmeɪl
detail	ˈdiːteɪl	ˈdiːteɪl
advise	ədˈvaɪz	ədˈvaɪz
congratulation	kənˌɡrætʃəˈleɪʃn	kənˌɡrætʃəˈleɪʃn
disappointed	ˌdɪsəˈpɔɪntɪd	ˌdɪsəˈpɔɪntɪd
honest	ˈɑːnɪst	ˈɒnɪst
gather	ˈɡæðə(r)	ˈɡæðə(r)
courage	ˈkɔːrɪdʒ	ˈkɔːrɪdʒ
spare	spɛr	spɛə(r)
cellphone	ˈselfəʊn	ˈselfəʊn
boss	bɒs	bɒs
careless	ˈkɛrələs	ˈkɛrələs
joy	dʒɔɪ	dʒɔɪ
comfortable	ˈkʌmfətəbl	ˈkʌmfətəbl
smoke	sməʊk	sməʊk
youth	juːθ	juːθ
might	maɪt	maɪt
bathroom	ˈbæθroʊm	ˈbɑːθroʊm
jog	dʒɑːɡ	dʒɒɡ
postcard	ˈpɒstkɑːrd	ˈpɒstkɑːd
